trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_booking_rule_id,drop_off_booking_rule_id,start_pickup_dropoff_window,end_pickup_dropoff_window,mean_duration_factor,mean_duration_offset,safe_duration_factor,safe_duration_offset,tts_stop_headsign,min_arrival_time,max_departure_time
t_1962832_b_33141_tn_2,,,768333,59,,0,0,53477.5912611446,0,,,,,1,1,,,,,,,,,,,
t_1962832_b_33141_tn_2,11:38:00,11:38:00,768583,60,,0,0,54431.1575986201,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:00:00,11:00:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768330,5,,0,0,3697.64166942298,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768420,6,,0,0,5532.7983525181,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:16:00,11:16:00,768208,7,,0,0,6735.70832972755,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768209,8,,0,0,7822.04138629392,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,781924,9,,0,0,11047.1691241855,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768298,10,,0,0,13956.1563664947,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768185,11,,0,0,14895.2494490753,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768406,12,,0,0,15475.3930121966,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768407,13,,0,0,15848.2301359155,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768369,14,,0,0,16098.1478291735,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:31:00,11:31:00,768370,15,,0,0,16814.8101036144,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,835001,16,,0,0,17895.0664448674,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768394,17,,0,0,19191.5262378599,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768379,18,,0,0,19724.2347910577,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768383,19,,0,0,20338.9071718395,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768380,20,,0,0,20549.2194111338,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768402,21,,0,0,20823.9188910292,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768389,22,,0,0,21266.6064594764,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768375,23,,0,0,21798.5026019091,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768397,24,,0,0,22188.4792587772,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:43:00,11:43:00,781925,25,,0,0,22436.8542538394,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768174,26,,0,0,23912.4998933306,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768382,27,,0,0,24599.7821175767,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768175,28,,0,0,24924.090935388,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:51:00,11:51:00,768373,29,,0,0,25588.5477408471,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768176,30,,0,0,26051.7589131446,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768405,31,,0,0,26507.1036585973,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768408,32,,0,0,27360.7755546171,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,11:55:00,11:55:00,768177,33,,0,0,28302.3301677114,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768178,34,,0,0,28639.1867699144,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768411,35,,0,0,29003.2367849805,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768179,36,,0,0,29644.3544400853,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768412,37,,0,0,30907.4556938009,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,12:06:00,12:06:00,768396,38,,0,0,31349.5351449142,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768374,39,,0,0,31801.0832989631,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768387,40,,0,0,32332.9794413957,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768163,41,,0,0,32709.4904832966,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768164,42,,0,0,33050.8275867869,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768381,43,,0,0,33329.2670090801,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768377,44,,0,0,33964.5566320307,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768392,45,,0,0,34345.768674783,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,835001,46,,0,0,35897.4253956738,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,12:18:00,12:18:00,768193,47,,0,0,37489.1745908106,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768165,48,,0,0,38458.7475477442,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768172,49,,0,0,38863.4347763637,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768187,50,,0,0,39440.3269604191,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768166,51,,0,0,40341.0213807565,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,781926,52,,0,0,43276.0391762514,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768210,53,,0,0,46594.4176819224,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,12:33:00,12:33:00,768211,54,,0,0,47690.4330398067,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768331,55,,0,0,48944.5116778886,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768332,56,,0,0,50689.830648548,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768342,57,,0,0,51941.8170026315,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768343,58,,0,0,52378.4321527912,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,,,768333,59,,0,0,53477.5912611446,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_1,12:53:00,12:53:00,768583,60,,0,0,54431.1575986201,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:00:00,12:00:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768330,5,,0,0,3697.64166942298,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768420,6,,0,0,5532.7983525181,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:16:00,12:16:00,768208,7,,0,0,6735.70832972755,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768209,8,,0,0,7822.04138629392,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,781924,9,,0,0,11047.1691241855,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768298,10,,0,0,13956.1563664947,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768185,11,,0,0,14895.2494490753,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768406,12,,0,0,15475.3930121966,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768407,13,,0,0,15848.2301359155,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768369,14,,0,0,16098.1478291735,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:31:00,12:31:00,768370,15,,0,0,16814.8101036144,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,835001,16,,0,0,17895.0664448674,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768394,17,,0,0,19191.5262378599,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768379,18,,0,0,19724.2347910577,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768383,19,,0,0,20338.9071718395,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768380,20,,0,0,20549.2194111338,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768402,21,,0,0,20823.9188910292,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768389,22,,0,0,21266.6064594764,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768375,23,,0,0,21798.5026019091,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768397,24,,0,0,22188.4792587772,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:43:00,12:43:00,781925,25,,0,0,22436.8542538394,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768174,26,,0,0,23912.4998933306,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768382,27,,0,0,24599.7821175767,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768175,28,,0,0,24924.090935388,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:51:00,12:51:00,768373,29,,0,0,25588.5477408471,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768176,30,,0,0,26051.7589131446,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768405,31,,0,0,26507.1036585973,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768408,32,,0,0,27360.7755546171,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,12:55:00,12:55:00,768177,33,,0,0,28302.3301677114,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768178,34,,0,0,28639.1867699144,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768411,35,,0,0,29003.2367849805,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768179,36,,0,0,29644.3544400853,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768412,37,,0,0,30907.4556938009,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,13:06:00,13:06:00,768396,38,,0,0,31349.5351449142,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768374,39,,0,0,31801.0832989631,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768387,40,,0,0,32332.9794413957,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768163,41,,0,0,32709.4904832966,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768164,42,,0,0,33050.8275867869,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768381,43,,0,0,33329.2670090801,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768377,44,,0,0,33964.5566320307,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768392,45,,0,0,34345.768674783,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,835001,46,,0,0,35897.4253956738,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,13:18:00,13:18:00,768193,47,,0,0,37489.1745908106,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768165,48,,0,0,38458.7475477442,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768172,49,,0,0,38863.4347763637,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768187,50,,0,0,39440.3269604191,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768166,51,,0,0,40341.0213807565,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,781926,52,,0,0,43276.0391762514,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768210,53,,0,0,46594.4176819224,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,13:33:00,13:33:00,768211,54,,0,0,47690.4330398067,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768331,55,,0,0,48944.5116778886,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768332,56,,0,0,50689.830648548,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768342,57,,0,0,51941.8170026315,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768343,58,,0,0,52378.4321527912,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,,,768333,59,,0,0,53477.5912611446,0,,,,,1,1,,,,,,,,,,,
t_1962833_b_33141_tn_2,13:53:00,13:53:00,768583,60,,0,0,54431.1575986201,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,13:15:00,13:15:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768330,5,,0,0,3697.64166942298,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768420,6,,0,0,5532.7983525181,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,13:31:00,13:31:00,768208,7,,0,0,6735.70832972755,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768209,8,,0,0,7822.04138629392,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,781924,9,,0,0,11047.1691241855,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768298,10,,0,0,13956.1563664947,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768185,11,,0,0,14895.2494490753,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768406,12,,0,0,15475.3930121966,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768407,13,,0,0,15848.2301359155,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768369,14,,0,0,16098.1478291735,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,13:46:00,13:46:00,768370,15,,0,0,16814.8101036144,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,835001,16,,0,0,17895.0664448674,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768394,17,,0,0,19191.5262378599,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768379,18,,0,0,19724.2347910577,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768383,19,,0,0,20338.9071718395,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768380,20,,0,0,20549.2194111338,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768402,21,,0,0,20823.9188910292,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768389,22,,0,0,21266.6064594764,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768375,23,,0,0,21798.5026019091,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768397,24,,0,0,22188.4792587772,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,13:58:00,13:58:00,781925,25,,0,0,22436.8542538394,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768174,26,,0,0,23912.4998933306,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768382,27,,0,0,24599.7821175767,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768175,28,,0,0,24924.090935388,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,14:06:00,14:06:00,768373,29,,0,0,25588.5477408471,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768176,30,,0,0,26051.7589131446,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768405,31,,0,0,26507.1036585973,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768408,32,,0,0,27360.7755546171,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,14:10:00,14:10:00,768177,33,,0,0,28302.3301677114,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768178,34,,0,0,28639.1867699144,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768411,35,,0,0,29003.2367849805,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768179,36,,0,0,29644.3544400853,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768412,37,,0,0,30907.4556938009,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,14:21:00,14:21:00,768396,38,,0,0,31349.5351449142,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768374,39,,0,0,31801.0832989631,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768387,40,,0,0,32332.9794413957,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768163,41,,0,0,32709.4904832966,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768164,42,,0,0,33050.8275867869,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768381,43,,0,0,33329.2670090801,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768377,44,,0,0,33964.5566320307,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768392,45,,0,0,34345.768674783,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,835001,46,,0,0,35897.4253956738,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,14:33:00,14:33:00,768193,47,,0,0,37489.1745908106,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768165,48,,0,0,38458.7475477442,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768172,49,,0,0,38863.4347763637,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768187,50,,0,0,39440.3269604191,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768166,51,,0,0,40341.0213807565,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,781926,52,,0,0,43276.0391762514,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768210,53,,0,0,46594.4176819224,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,14:48:00,14:48:00,768211,54,,0,0,47690.4330398067,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768331,55,,0,0,48944.5116778886,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768332,56,,0,0,50689.830648548,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768342,57,,0,0,51941.8170026315,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768343,58,,0,0,52378.4321527912,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,,,768333,59,,0,0,53477.5912611446,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_1,15:08:00,15:08:00,768583,60,,0,0,54431.1575986201,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,14:15:00,14:15:00,768582,1,,0,0,0,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768329,2,,0,0,812.052786053942,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768475,3,,0,0,2092.56336205833,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768341,4,,0,0,2574.02041939463,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768330,5,,0,0,3697.64166942298,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768420,6,,0,0,5532.7983525181,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,14:31:00,14:31:00,768208,7,,0,0,6735.70832972755,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768209,8,,0,0,7822.04138629392,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,781924,9,,0,0,11047.1691241855,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768298,10,,0,0,13956.1563664947,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768185,11,,0,0,14895.2494490753,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768406,12,,0,0,15475.3930121966,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768407,13,,0,0,15848.2301359155,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768369,14,,0,0,16098.1478291735,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,14:46:00,14:46:00,768370,15,,0,0,16814.8101036144,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,835001,16,,0,0,17895.0664448674,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768394,17,,0,0,19191.5262378599,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768379,18,,0,0,19724.2347910577,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768383,19,,0,0,20338.9071718395,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768380,20,,0,0,20549.2194111338,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768402,21,,0,0,20823.9188910292,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768389,22,,0,0,21266.6064594764,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768375,23,,0,0,21798.5026019091,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768397,24,,0,0,22188.4792587772,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,14:58:00,14:58:00,781925,25,,0,0,22436.8542538394,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768174,26,,0,0,23912.4998933306,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768382,27,,0,0,24599.7821175767,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768175,28,,0,0,24924.090935388,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,15:06:00,15:06:00,768373,29,,0,0,25588.5477408471,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768176,30,,0,0,26051.7589131446,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768405,31,,0,0,26507.1036585973,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768408,32,,0,0,27360.7755546171,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,15:10:00,15:10:00,768177,33,,0,0,28302.3301677114,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768178,34,,0,0,28639.1867699144,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768411,35,,0,0,29003.2367849805,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768179,36,,0,0,29644.3544400853,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768412,37,,0,0,30907.4556938009,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,15:21:00,15:21:00,768396,38,,0,0,31349.5351449142,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768374,39,,0,0,31801.0832989631,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768387,40,,0,0,32332.9794413957,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768163,41,,0,0,32709.4904832966,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768164,42,,0,0,33050.8275867869,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768381,43,,0,0,33329.2670090801,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768377,44,,0,0,33964.5566320307,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768392,45,,0,0,34345.768674783,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,835001,46,,0,0,35897.4253956738,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,15:33:00,15:33:00,768193,47,,0,0,37489.1745908106,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768165,48,,0,0,38458.7475477442,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768172,49,,0,0,38863.4347763637,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768187,50,,0,0,39440.3269604191,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768166,51,,0,0,40341.0213807565,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,781926,52,,0,0,43276.0391762514,0,,,,,1,1,,,,,,,,,,,
t_1962834_b_33141_tn_2,,,768210,53,,0,0,46594.4176819224,0,,,,,1,1,,,,,,,,,,,
