route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,agency_raw_name,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,arrival_h,arrival_m,departure_h,departure_m,tod,trip_num_x,trip_num_y,trip_num
5909,4,202398,631-PERSHING-BEN HOLT-CUMBERLAND,1,24441,26220,sjrtd_2015_0127,56400.0,56400.0,3153,1,,0,0,,15,40,15,40,PM,3,,3.0
5910,4,202408,661-PONCE DE LEON-LOWER SACRAMENTO-HICKOCK-SPANOS PARK WEST,0,24504,26221,sjrtd_2015_0127,23160.0,23160.0,2540,1,,0,0,,6,26,6,26,AM,2,,2.0
5910,4,202402,661-PONCE DE LEON-LOWER SACRAMENTO-HICKOCK-SPANOS PARK WEST,0,24503,26221,sjrtd_2015_0127,41400.0,41400.0,2540,1,,0,0,,11,30,11,30,MD,3,,3.0
5910,4,202405,661-PONCE DE LEON-LOWER SACRAMENTO-HICKOCK-SPANOS PARK WEST,0,24503,26221,sjrtd_2015_0127,55200.0,55200.0,2540,1,,0,0,,15,20,15,20,PM,3,,3.0
5910,4,202410,662-DAVIS-ROYAL OAKS-HAMMER,1,24504,26222,sjrtd_2015_0127,21060.0,21060.0,2539,1,,0,0,,5,51,5,51,EA,1,1.0,1.0
5910,4,202411,662-DAVIS-ROYAL OAKS-HAMMER,1,24504,26222,sjrtd_2015_0127,24840.0,24840.0,2539,1,,0,0,,6,54,6,54,AM,2,,2.0
5910,4,202413,662-DAVIS-ROYAL OAKS-HAMMER,1,24503,26222,sjrtd_2015_0127,43920.0,43920.0,2539,1,,0,0,,12,12,12,12,MD,3,,3.0
5910,4,202416,662-DAVIS-ROYAL OAKS-HAMMER,1,24503,26222,sjrtd_2015_0127,58020.0,58020.0,2539,1,,0,0,,16,7,16,7,PM,2,,2.0
5911,4,202418,701-EL DORADO-KNICKERBOCKER-HAMMER,0,24618,26223,sjrtd_2015_0127,22800.0,22800.0,2577,1,,0,0,,6,20,6,20,AM,5,,5.0
5911,4,202422,701-EL DORADO-KNICKERBOCKER-HAMMER,0,24618,26223,sjrtd_2015_0127,36900.0,36900.0,2577,1,,0,0,,10,15,10,15,MD,5,,5.0
5911,4,202427,701-EL DORADO-KNICKERBOCKER-HAMMER,0,24619,26223,sjrtd_2015_0127,54900.0,54900.0,2577,1,,0,0,,15,15,15,15,PM,4,,4.0
5911,4,202432,702-EL DORADO-DTC,1,24618,26225,sjrtd_2015_0127,20100.0,20100.0,979,1,,0,0,,5,35,5,35,EA,1,1.0,1.0
5911,4,202433,702-EL DORADO-DTC,1,24619,26225,sjrtd_2015_0127,22500.0,22500.0,979,1,,0,0,,6,15,6,15,AM,4,,4.0
5911,4,202437,702-EL DORADO-DTC,1,24619,26225,sjrtd_2015_0127,36900.0,36900.0,979,1,,0,0,,10,15,10,15,MD,5,,5.0
5911,4,202442,702-EL DORADO-DTC,1,24618,26225,sjrtd_2015_0127,54900.0,54900.0,979,1,,0,0,,15,15,15,15,PM,4,,4.0
5912,4,202448,,0,24573,26322,sjrtd_2015_0127,21480.0,21480.0,1019,1,,0,0,,5,58,5,58,EA,1,1.0,1.0
5912,4,202885,WEST LANE-KAISER,0,24573,26226,sjrtd_2015_0127,23400.0,23400.0,1666,1,,0,0,,6,30,6,30,AM,3,,3.0
5912,4,202449,WEST LANE-KAISER,0,24436,26226,sjrtd_2015_0127,42300.0,42300.0,1666,1,,0,0,,11,45,11,45,MD,3,,3.0
5912,4,202452,WEST LANE-KAISER,0,24436,26226,sjrtd_2015_0127,54300.0,54300.0,1666,1,,0,0,,15,5,15,5,PM,4,,4.0
5912,4,202461,712-WEST LANE-BIANCHI-MALLS,1,24573,26227,sjrtd_2015_0127,21900.0,21900.0,573,1,,0,0,,6,5,6,5,AM,4,,4.0
5912,4,202463,712-WEST LANE-BIANCHI-MALLS,1,24436,26227,sjrtd_2015_0127,40560.0,40560.0,573,1,,0,0,,11,16,11,16,MD,4,,4.0
5912,4,202464,712-WEST LANE-BIANCHI-MALLS,1,24436,26227,sjrtd_2015_0127,56160.0,56160.0,573,1,,0,0,,15,36,15,36,PM,3,,3.0
5919,4,202668,761-EASTLAND PLAZA-SANGUINETTI,0,24628,26241,sjrtd_2015_0127,22800.0,22800.0,2491,1,,0,0,,6,20,6,20,AM,7,,7.0
5919,4,202665,763-WILSON-DTC-LOS ANGELES ST,0,24444,26240,sjrtd_2015_0127,45120.0,45120.0,323,1,,0,0,,12,32,12,32,MD,1,,1.0
5919,4,202666,763-WILSON-DTC-LOS ANGELES ST,0,24522,26240,sjrtd_2015_0127,54120.0,54120.0,323,1,,0,0,,15,2,15,2,PM,4,,4.0
5919,4,202681,762-WILSON-DTC,1,24628,26248,sjrtd_2015_0127,21600.0,21600.0,3037,1,,0,0,,6,0,6,0,AM,7,,7.0
5919,4,202686,763-WILSON-DTC-LOS ANGELES ST,1,24444,26245,sjrtd_2015_0127,42780.0,42780.0,3037,1,,0,0,,11,53,11,53,MD,2,,2.0
5919,4,202680,763-WILSON-DTC-LOS ANGELES ST,1,24522,26245,sjrtd_2015_0127,56280.0,56280.0,3037,1,,0,0,,15,38,15,38,PM,3,,3.0
5920,4,202694,771-EASTLAND PLAZA-FILBERT-WILCOX,0,24526,26249,sjrtd_2015_0127,28800.0,28800.0,2491,1,,0,0,,8,0,8,0,AM,3,,3.0
