route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,agency_raw_name,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,arrival_h,arrival_m,departure_h,departure_m,tod,trip_num_x,trip_num_y,trip_num
5920,4,202695,771-EASTLAND PLAZA-FILBERT-WILCOX,0,24436,26249,sjrtd_2015_0127,36900.0,36900.0,2491,1,,0,0,,10,15,10,15,MD,4,,4.0
5920,4,202690,771-EASTLAND PLAZA-FILBERT-WILCOX,0,24434,26249,sjrtd_2015_0127,58200.0,58200.0,2491,1,,0,0,,16,10,16,10,PM,2,,2.0
5920,4,202697,772-WATERLOO-MINER-DTC,1,24438,26252,sjrtd_2015_0127,22200.0,22200.0,3204,1,,0,0,,6,10,6,10,AM,4,,4.0
5920,4,202701,772-WATERLOO-MINER-DTC,1,24525,26252,sjrtd_2015_0127,48000.0,48000.0,3204,1,,0,0,,13,20,13,20,MD,2,,2.0
5920,4,202698,772-WATERLOO-MINER-DTC,1,24525,26252,sjrtd_2015_0127,54900.0,54900.0,3204,1,,0,0,,15,15,15,15,PM,3,,3.0
5923,4,202774,831-MAIN/GERTRUDE,0,24524,26269,sjrtd_2015_0127,21300.0,21300.0,1762,1,,0,0,,5,55,5,55,EA,1,1.0,1.0
5923,4,202772,831-MAIN/GERTRUDE,0,24524,26269,sjrtd_2015_0127,26400.0,26400.0,1762,1,,0,0,,7,20,7,20,AM,4,,4.0
5923,4,202776,831-MAIN/GERTRUDE,0,24524,26269,sjrtd_2015_0127,37200.0,37200.0,1762,1,,0,0,,10,20,10,20,MD,5,,5.0
5923,4,202767,831-MAIN/GERTRUDE,0,24629,26269,sjrtd_2015_0127,55860.0,55860.0,1762,1,,0,0,,15,31,15,31,PM,4,,4.0
5923,4,202779,831-MAIN/GERTRUDE,1,24524,26271,sjrtd_2015_0127,20700.0,20700.0,1720,1,,0,0,,5,45,5,45,EA,1,1.0,1.0
5923,4,202780,832-FARM-MAIN/GERTRUDE,1,24524,26270,sjrtd_2015_0127,24120.0,24120.0,2577,1,,0,0,,6,42,6,42,AM,5,,5.0
5923,4,202784,832-FARM-MAIN/GERTRUDE,1,24524,26270,sjrtd_2015_0127,38760.0,38760.0,2577,1,,0,0,,10,46,10,46,MD,5,,5.0
5923,4,202789,832-FARM-MAIN/GERTRUDE,1,24629,26270,sjrtd_2015_0127,57300.0,57300.0,2577,1,,0,0,,15,55,15,55,PM,3,,3.0
5923,4,202792,832-FARM-MAIN/GERTRUDE,1,24629,26270,sjrtd_2015_0127,69000.0,69000.0,2577,1,,0,0,,19,10,19,10,NT,1,1.0,1.0
5924,4,202794,"854-""B"" STREET-AIRPORT WAY-ACE TRAIN STATION-DTC",0,24575,26272,sjrtd_2015_0127,27900.0,27900.0,3207,1,,0,0,,7,45,7,45,AM,1,,1.0
5924,4,202796,"854-""B"" STREET-AIRPORT WAY-ACE TRAIN STATION-DTC",0,24630,26272,sjrtd_2015_0127,36900.0,36900.0,3207,1,,0,0,,10,15,10,15,MD,2,,2.0
5924,4,202798,"854-""B"" STREET-AIRPORT WAY-ACE TRAIN STATION-DTC",0,24501,26272,sjrtd_2015_0127,56700.0,56700.0,3207,1,,0,0,,15,45,15,45,PM,2,,2.0
5924,4,202800,,1,24575,26273,sjrtd_2015_0127,25500.0,25500.0,2497,1,,0,0,,7,5,7,5,AM,2,,2.0
5925,4,202805,,0,24539,26277,sjrtd_2015_0127,19500.0,19500.0,1532,1,,0,0,,5,25,5,25,EA,1,1.0,1.0
5925,4,202807,,0,24538,26276,sjrtd_2015_0127,26700.0,26700.0,1532,1,,0,0,,7,25,7,25,AM,3,,3.0
5925,4,202804,,0,24542,26276,sjrtd_2015_0127,38100.0,38100.0,1532,1,,0,0,,10,35,10,35,MD,3,,3.0
5925,4,202810,,0,24616,26274,sjrtd_2015_0127,62700.0,62700.0,1532,1,,0,0,,17,25,17,25,PM,1,,1.0
5925,4,202811,,0,24616,26275,sjrtd_2015_0127,72360.0,72360.0,1532,1,,0,0,,20,6,20,6,NT,1,1.0,1.0
5925,4,202820,,1,24544,26278,sjrtd_2015_0127,21300.0,21300.0,2874,1,,0,0,,5,55,5,55,EA,1,1.0,1.0
5925,4,202813,,1,24540,26278,sjrtd_2015_0127,24300.0,24300.0,2874,1,,0,0,,6,45,6,45,AM,2,,2.0
5925,4,202815,,1,24542,26278,sjrtd_2015_0127,42300.0,42300.0,2874,1,,0,0,,11,45,11,45,MD,1,,1.0
5925,4,202816,,1,24543,26278,sjrtd_2015_0127,54900.0,54900.0,2874,1,,0,0,,15,15,15,15,PM,3,,3.0
5925,4,202819,,1,24616,26279,sjrtd_2015_0127,76500.0,76500.0,2493,1,,0,0,,21,15,21,15,NT,1,1.0,1.0
5926,4,202821,,0,24546,26286,sjrtd_2015_0127,20700.0,20700.0,3345,1,,0,0,,5,45,5,45,EA,1,1.0,1.0
5926,4,202826,,0,24550,26285,sjrtd_2015_0127,22500.0,22500.0,3345,1,,0,0,,6,15,6,15,AM,4,,4.0
5926,4,202828,,0,24549,26288,sjrtd_2015_0127,45240.0,45240.0,1669,1,,0,0,,12,34,12,34,MD,3,,3.0
5926,4,202829,,0,24552,26283,sjrtd_2015_0127,62700.0,62700.0,3345,1,,0,0,,17,25,17,25,PM,1,,1.0
5926,4,202831,,0,24552,26282,sjrtd_2015_0127,75120.0,75120.0,1669,1,,0,0,,20,52,20,52,NT,2,1.0,1.0
5926,4,202836,,1,24549,26297,sjrtd_2015_0127,35100.0,35100.0,2874,1,,0,0,,9,45,9,45,AM,2,,2.0
5926,4,202834,,1,24549,26294,sjrtd_2015_0127,42900.0,42900.0,2874,1,,0,0,,11,55,11,55,MD,2,,2.0
5926,4,202838,,1,24552,26292,sjrtd_2015_0127,67320.0,67320.0,1674,1,,0,0,,18,42,18,42,PM,3,,3.0
5926,4,202839,,1,24552,26293,sjrtd_2015_0127,73500.0,73500.0,2493,1,,0,0,,20,25,20,25,NT,1,1.0,1.0
5927,4,202840,932-DOWNTOWN STOCKTON via PACIFIC,0,24544,26299,sjrtd_2015_0127,18000.0,18000.0,1430,1,,0,0,,5,0,5,0,EA,1,1.0,1.0
5927,4,202841,933-DELTA COLLEGE via PACIFIC,0,24554,26301,sjrtd_2015_0127,23400.0,23400.0,1430,1,,0,0,,6,30,6,30,AM,3,,3.0
5927,4,202843,932-DOWNTOWN STOCKTON,0,24556,26300,sjrtd_2015_0127,36000.0,36000.0,1430,1,,0,0,,10,0,10,0,MD,2,,2.0
5927,4,202845,933-DELTA COLLEGE via PACIFIC,0,24558,26302,sjrtd_2015_0127,69600.0,69600.0,1430,1,,0,0,,19,20,19,20,NT,1,1.0,1.0
5927,4,202847,931-LODI STATION,1,24554,26303,sjrtd_2015_0127,19800.0,19800.0,2497,1,,0,0,,5,30,5,30,EA,1,1.0,1.0
5927,4,202848,931-LODI STATION,1,24555,26303,sjrtd_2015_0127,23400.0,23400.0,2497,1,,0,0,,6,30,6,30,AM,3,,3.0
5927,4,202851,931-LODI STATION,1,24557,26304,sjrtd_2015_0127,43200.0,43200.0,2497,1,,0,0,,12,0,12,0,MD,2,,2.0
5927,4,202853,931-LODI STATION,1,24560,26304,sjrtd_2015_0127,54900.0,54900.0,2497,1,,0,0,,15,15,15,15,PM,2,,2.0
5927,4,202854,931-LODI STATION,1,24558,26307,sjrtd_2015_0127,73020.0,73020.0,1674,1,,0,0,,20,17,20,17,NT,1,1.0,1.0
5928,4,202856,974-STOCKTON-AIRPORT-TRACY,0,24561,26308,sjrtd_2015_0127,21900.0,21900.0,3196,1,,0,0,,6,5,6,5,AM,2,,2.0
5928,4,202858,974-STOCKTON-AIRPORT-TRACY,0,24562,26308,sjrtd_2015_0127,50700.0,50700.0,3196,1,,0,0,,14,5,14,5,MD,1,,1.0
5928,4,202859,,0,24563,26309,sjrtd_2015_0127,66000.0,66000.0,3196,1,,0,0,,18,20,18,20,PM,1,,1.0
5928,4,202860,973-TRACY TRANSIT STATION,1,24561,26311,sjrtd_2015_0127,25500.0,25500.0,2874,1,,0,0,,7,5,7,5,AM,1,,1.0
5928,4,202861,973-TRACY TRANSIT STATION,1,24562,26311,sjrtd_2015_0127,47700.0,47700.0,2874,1,,0,0,,13,15,13,15,MD,1,,1.0
5928,4,202862,,1,24563,26310,sjrtd_2015_0127,63300.0,63300.0,2493,1,,0,0,,17,35,17,35,PM,1,,1.0
5930,4,202891,,0,24575,26325,sjrtd_2015_0127,22200.0,22200.0,3207,1,,0,0,,6,10,6,10,AM,1,,1.0
5930,4,202892,,1,24537,26326,sjrtd_2015_0127,52200.0,52200.0,2497,1,,0,0,,14,30,14,30,MD,1,,1.0
5930,4,202893,,1,24496,26326,sjrtd_2015_0127,63300.0,63300.0,2497,1,,0,0,,17,35,17,35,PM,1,,1.0
5931,4,202903,511-SJ COUNTY HOSPITAL-MALLS,0,24581,26330,sjrtd_2015_0127,21900.0,21900.0,1,1,,0,0,,6,5,6,5,AM,5,,5.0
5931,4,202906,511-SJ COUNTY HOSPITAL-MALLS,0,24615,26330,sjrtd_2015_0127,39000.0,39000.0,1,1,,0,0,,10,50,10,50,MD,5,,5.0
5931,4,202894,511-SJ COUNTY HOSPITAL-MALLS,0,24600,26330,sjrtd_2015_0127,57300.0,57300.0,1,1,,0,0,,15,55,15,55,PM,3,,3.0
5931,4,202908,515-SJ COUNTY HOSPITAL-WESTON RANCH,0,24600,26329,sjrtd_2015_0127,72900.0,72900.0,1,1,,0,0,,20,15,20,15,NT,2,1.0,1.0
5931,4,202923,512-AMTRAK STATION-SJ COUNTY HOSPITAL,1,24577,26333,sjrtd_2015_0127,24600.0,24600.0,2854,1,,0,0,,6,50,6,50,AM,5,,5.0
5931,4,202911,512-AMTRAK STATION-SJ COUNTY HOSPITAL,1,24577,26333,sjrtd_2015_0127,39300.0,39300.0,2854,1,,0,0,,10,55,10,55,MD,5,,5.0
5931,4,202918,512-AMTRAK STATION-SJ COUNTY HOSPITAL,1,24614,26333,sjrtd_2015_0127,57600.0,57600.0,2854,1,,0,0,,16,0,16,0,PM,3,,3.0
5931,4,202920,512-AMTRAK STATION-SJ COUNTY HOSPITAL,1,24600,26332,sjrtd_2015_0127,69300.0,69300.0,2854,1,,0,0,,19,15,19,15,NT,1,1.0,1.0
5932,4,202925,801-PERSHING-MALLS,0,24577,26335,sjrtd_2015_0127,21600.0,21600.0,1108,1,,0,0,,6,0,6,0,AM,6,,6.0
5932,4,202929,801-PERSHING-MALLS,0,24498,26335,sjrtd_2015_0127,37500.0,37500.0,1108,1,,0,0,,10,25,10,25,MD,8,,8.0
5932,4,202938,801-PERSHING-MALLS,0,24582,26335,sjrtd_2015_0127,55500.0,55500.0,1108,1,,0,0,,15,25,15,25,PM,5,,5.0
5932,4,202958,802-POCK-ORO,1,24498,26340,sjrtd_2015_0127,20700.0,20700.0,2854,1,,0,0,,5,45,5,45,EA,1,1.0,1.0
5932,4,202944,802-POCK-ORO,1,24582,26340,sjrtd_2015_0127,23400.0,23400.0,2854,1,,0,0,,6,30,6,30,AM,5,,5.0
5932,4,202948,802-POCK-ORO,1,24582,26340,sjrtd_2015_0127,37500.0,37500.0,2854,1,,0,0,,10,25,10,25,MD,9,,9.0
5932,4,202954,802-POCK-ORO,1,24498,26340,sjrtd_2015_0127,55500.0,55500.0,2854,1,,0,0,,15,25,15,25,PM,5,,5.0
5932,4,202957,,1,24498,26339,sjrtd_2015_0127,74100.0,74100.0,2497,1,,0,0,,20,35,20,35,NT,1,1.0,1.0
