route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed,wheelchair_accessible,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message,tts_trip_headsign,tts_trip_short_name
1205,c_23877_b_33141_d_96,t_1962897_b_33141_tn_0,,,0,,p_3390,,,,,,,,,,,,
1205,c_23877_b_33141_d_96,t_1962898_b_33141_tn_1,,,0,,p_3410,,,,,,,,,,,,
1205,c_23877_b_33141_d_96,t_1962898_b_33141_tn_2,,,0,,p_3410,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_2,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_3,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_4,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_5,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_6,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962799_b_33141_tn_0,,,0,,p_111360,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_1,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_10,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_11,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_12,,,0,,p_3388,,,,,,,,,,,,
1206,c_23877_b_33141_d_31,t_1962905_b_33141_tn_13,,,0,,p_3388,,,,,,,,,,,,
